id,Shipper_ID,Shipper_Name,Tracking_ID,Order_Granular_Status,Delivery_Type_Name,Service_Type,Service_Level,Parcel_Size_ID,Original_Weight,Create_Time,Delivery_Date,Gender,L1_Name,To_Postcode, Actual_delivery_fee, cod_collected, cod_fee, insured_value, insurance_fee, SST , Total_Charge,Country,created_at,updated_at
,690929,1,NVMY34535000011015,1,1,1,1,1,1,7/1/2024 16:28,4/18/2024,1,Selangor,43300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011061,1,1,1,1,1,2,7/2/2024 16:28,4/18/2024,1,Melaka,78300,7.8, -   , -   , -   , -   ,0.47,8.27,1,,
,690929,1,NVMY34535000011063,1,1,1,1,1,1,7/3/2024 16:28,4/18/2024,1,Kelantan,16310,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011069,1,1,1,1,1,1,7/4/2024 16:28,4/18/2024,1,Pahang,28200,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011067,1,1,1,1,1,1,7/5/2024 16:28,4/18/2024,1,Kelantan,17060,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011055,1,1,1,1,1,1,7/6/2024 16:28,4/18/2024,1,Selangor,40100,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011050,1,1,1,1,1,3,7/7/2024 16:28,4/18/2024,1,Kelantan,17500,8.6, -   , -   , -   , -   ,0.52,9.12,1,,
,690929,1,NVMY34535000011051,1,1,1,1,1,1,7/8/2024 16:28,4/18/2024,1,Selangor,43500,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011086,1,1,1,1,1,1,7/9/2024 16:28,4/18/2024,1,Perlis,2600,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000010978,1,1,1,1,1,1,7/10/2024 16:28,4/18/2024,1,Kedah,8000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011047,1,1,1,1,1,2,7/11/2024 16:28,4/18/2024,0,Pahang,27100,7.8, -   , -   , -   , -   ,0.47,8.27,1,,
,690929,1,NVMY34535000011079,1,1,1,1,1,1,7/12/2024 16:28,4/18/2024,0,Pulau Pinang,13500,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011057,1,1,1,1,1,1,7/13/2024 16:28,4/18/2024,1,Selangor,40160,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011065,1,1,1,1,1,1,7/14/2024 16:28,4/18/2024,1,Selangor,41200,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011023,1,1,1,1,1,1,7/15/2024 16:28,4/19/2024,1,Selangor,41250,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011073,1,1,1,1,1,1,7/16/2024 16:28,4/19/2024,1,Kedah,9000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011147,1,1,1,1,1,1,7/17/2024 16:28,4/19/2024,1,Kelantan,18300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011098,1,1,1,1,1,1,7/18/2024 16:28,4/19/2024,1,Negeri Sembilan,73500,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011137,1,1,1,1,1,1,7/19/2024 16:28,4/19/2024,1,Kelantan,18300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011010,1,1,1,1,1,1,7/20/2024 16:28,4/19/2024,1,Pahang,28600,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011111,1,1,1,1,1,1,7/21/2024 16:28,4/19/2024,1,Perak,31400,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011130,1,1,1,1,1,1,7/22/2024 16:28,4/19/2024,0,Kelantan,17600,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011078,1,1,1,1,1,1,7/23/2024 16:28,4/19/2024,1,Kelantan,17500,7, -   , -   , -   , -   ,0.42,7.42,1,,
